BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000124.1	BGC0000124.1	Piericidin A1 biosynthetic gene cluster	t1pks	PKSI	Streptomyces piomogenus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000125.1	BGC0000125.1	Pimaricin biosynthetic gene cluster	t1pks	PKSI	Streptomyces natalensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000126.1	BGC0000126.1	Pladienolide biosynthetic gene cluster	t1pks	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000127.1	BGC0000127.1	Pyoluteorin biosynthetic gene cluster	t1pks	PKSI	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000128.1	BGC0000128.1	Pyoluteorin biosynthetic gene cluster	t1pks	PKSI	Pseudomonas sp. M18	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000129.1	BGC0000129.1	Pyripyropene biosynthetic gene cluster	t1pks	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000130.1	BGC0000130.1	Pyrrolomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces vitaminophilus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000132.1	BGC0000132.1	Pyrrolomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000133.1	BGC0000133.1	Quartromicin biosynthetic gene cluster	t1pks	PKSI	Amycolatopsis orientalis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000134.1	BGC0000134.1	Radicicol biosynthetic gene cluster	t1pks	PKSI	Metacordyceps chlamydosporia	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metacordyceps
BGC0000135.1	BGC0000135.1	Reveromycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. SN-593	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000136.1	BGC0000136.1	Rifamycin biosynthetic gene cluster	t1pks	PKSI	Amycolatopsis mediterranei S699	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000137.1	BGC0000137.1	Rifamycin biosynthetic gene cluster	t1pks	PKSI	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000138.1	BGC0000138.1	Rimocidin biosynthetic gene cluster	t1pks	PKSI	Streptomyces diastaticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000140.1	BGC0000140.1	RK-682 biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. 88-682	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000141.1	BGC0000141.1	Rubradirin biosynthetic gene cluster	t1pks-nrps-aminocoumarin	Others	Streptomyces achromogenes subsp. rubradiris	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000142.1	BGC0000142.1	Salinilactam biosynthetic gene cluster	t1pks	PKSI	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000143.1	BGC0000143.1	Salinomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000144.1	BGC0000144.1	Salinomycin biosynthetic gene cluster	t1pks-nrps-butyrolactone	Others	Streptomyces albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000145.1	BGC0000145.1	Salinosporamide A biosynthetic gene cluster	nrps-t1pks-transatpks	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000146.1	BGC0000146.1	Solanapyrone biosynthetic gene cluster	t1pks	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0000147.1	BGC0000147.1	Soraphen biosynthetic gene cluster	t1pks	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000148.1	BGC0000148.1	Spinosad biosynthetic gene cluster	t1pks	PKSI	Saccharopolyspora spinosa	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Saccharopolyspora
BGC0000149.1	BGC0000149.1	Spirangien biosynthetic gene cluster	t1pks	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000150.1	BGC0000150.1	Sporolide biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000151.1	BGC0000151.1	Stambomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces ambofaciens ATCC 23877	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000152.1	BGC0000152.1	Sterigmatocystin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000153.1	BGC0000153.1	Stigmatellin biosynthetic gene cluster	t1pks	PKSI	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000154.1	BGC0000154.1	Stipitatic acid biosynthetic gene cluster	t1pks	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0000155.1	BGC0000155.1	T-toxin biosynthetic gene cluster	t1pks	PKSI	Bipolaris maydis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0000156.1	BGC0000156.1	TAN-1612 biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000157.1	BGC0000157.1	Tautomycetin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CK4412	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000158.1	BGC0000158.1	Tautomycetin biosynthetic gene cluster	t1pks	PKSI	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000159.1	BGC0000159.1	Tautomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces spiroverticillatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000160.1	BGC0000160.1	Terreic acid biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000161.1	BGC0000161.1	Terrein biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000162.1	BGC0000162.1	Tetrocarcin A biosynthetic gene cluster	t1pks	PKSI	Micromonospora chalcea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000165.1	BGC0000165.1	Tiacumicin B biosynthetic gene cluster	t1pks	PKSI	Dactylosporangium aurantiacum subsp. hamdenensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Dactylosporangium
BGC0000166.1	BGC0000166.1	Tylactone biosynthetic gene cluster	t1pks	PKSI	Streptomyces fradiae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000167.1	BGC0000167.1	Vicenistatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces halstedii	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000168.1	BGC0000168.1	Viridicatumtoxin biosynthetic gene cluster	t1pks-terpene	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000170.1	BGC0000170.1	Yanuthone D biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000257.1	BGC0000257.1	Prodigiosin biosynthetic gene cluster	t1pks	PKSI	Streptomyces griseoviridis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000335.1	BGC0000335.1	Cystomanamides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Cystobacter
BGC0000345.1	BGC0000345.1	Eponemycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000346.1	BGC0000346.1	Epoxomicin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Goodfellowiella coeruleoviolacea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Goodfellowiella
BGC0000353.1	BGC0000353.1	FK506 biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. MA6548	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000365.1	BGC0000365.1	Glycopeptidolipid biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Mycobacterium smegmatis str. MC2 155	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium
BGC0000380.1	BGC0000380.1	Leupyrrin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000383.1	BGC0000383.1	Luminmycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
BGC0000393.1	BGC0000393.1	Myxoprincomide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000436.1	BGC0000436.1	Syringolin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Rhizobium sp. AP16	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000467.1	BGC0000467.1	Yersiniabactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
BGC0000680.1	BGC0000680.1	Austinol/dehydroaustinol, locus 1 biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000682.1	BGC0000682.1	Terretonin biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000684.1	BGC0000684.1	Asperthecin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000935.1	BGC0000935.1	Esmeraldin biosynthetic gene cluster	phenazine-t1pks	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000954.1	BGC0000954.1	Ajudazol biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000955.1	BGC0000955.1	Althiomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000957.1	BGC0000957.1	Ansatrienin (mycotrienin) biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. XZQH13	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000958.1	BGC0000958.1	Antimycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. S4	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000959.1	BGC0000959.1	Aspyridone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000960.1	BGC0000960.1	Azinomycin B biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sahachiroi	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000961.1	BGC0000961.1	Bactobolin biosynthetic gene cluster	nrps-hserlactone-t1pks	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000962.1	BGC0000962.1	Barbamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0000963.1	BGC0000963.1	Bleomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces verticillus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000965.1	BGC0000965.1	C-1027 biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces globisporus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000966.1	BGC0000966.1	Caerulomycin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Actinoalloteichus sp. WH1-2216-6	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Actinoalloteichus
BGC0000968.1	BGC0000968.1	Chaetoglobosin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000969.1	BGC0000969.1	Chondramide biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000970.1	BGC0000970.1	Chondrochloren biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000971.1	BGC0000971.1	Cinnabaramide biosynthetic gene cluster	nrps-t1pks-transatpks	PKS-NRP_Hybrids	Streptomyces sp. JS360	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000972.1	BGC0000972.1	Colibactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000973.1	BGC0000973.1	Collismycin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CS40	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000974.1	BGC0000974.1	Crocacin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000975.1	BGC0000975.1	Cryptophycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. ATCC 53789	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000976.1	BGC0000976.1	Curacin biosynthetic gene cluster	t1pks-nrps-t2pks	PKS-NRP_Hybrids	Moorea producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0000977.1	BGC0000977.1	Cyclopiazonic acid biosynthetic gene cluster	terpene-nrps-t1pks	Others	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000978.1	BGC0000978.1	Cylindrospermopsin biosynthetic gene cluster	t1pks	PKSI	Cylindrospermopsis raciborskii AWT205	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermopsis
BGC0000979.1	BGC0000979.1	Cylindrospermopsin biosynthetic gene cluster	t1pks	PKSI	Aphanizomenon sp. 10E9	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Aphanizomenon
BGC0000980.1	BGC0000980.1	Cylindrospermopsin biosynthetic gene cluster	t1pks	PKSI	Aphanizomenon sp. 22D11	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Aphanizomenon
BGC0000981.1	BGC0000981.1	Cylindrospermopsin biosynthetic gene cluster	t1pks	PKSI	Aphanizomenon sp. 10E6	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Aphanizomenon
BGC0000982.1	BGC0000982.1	Cystothiazole A biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Cystobacter
BGC0000983.1	BGC0000983.1	Cytochalasin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus clavatus NRRL 1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000984.1	BGC0000984.1	Delftibactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Delftia acidovorans SPH-1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
BGC0000986.1	BGC0000986.1	Dkxanthene biosynthetic gene cluster	nrps-t1pks-bacteriocin	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000988.1	BGC0000988.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000989.1	BGC0000989.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum So0157-2	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000990.1	BGC0000990.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000991.1	BGC0000991.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000992.1	BGC0000992.1	Fusaridione A biosynthetic gene cluster	terpene-nrps-t1pks	Others	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0000994.1	BGC0000994.1	FK520 biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. ascomyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000996.1	BGC0000996.1	Frontalamides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. SPB78	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000997.1	BGC0000997.1	Glidobactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	[Polyangium] brachysporum	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales
BGC0000998.1	BGC0000998.1	Guadinomine biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. K01-0509	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000999.1	BGC0000999.1	Heat-stable antifungal factor biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001000.1	BGC0001000.1	Hectochlorin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0001001.1	BGC0001001.1	Jamaicamide biosynthetic gene cluster	t1pks-t2pks-nrps	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0001002.1	BGC0001002.1	Jawsamycin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces roseoverticillatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001003.1	BGC0001003.1	Lipomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces aureofaciens	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001004.1	BGC0001004.1	Lobophorin biosynthetic gene cluster	oligosaccharide-t1pks	Others	Streptomyces sp. SCSIO 01127	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001006.1	BGC0001006.1	Lymphostin biosynthetic gene cluster	t1pks	PKSI	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0001007.1	BGC0001007.1	Lymphostin biosynthetic gene cluster	t1pks	PKSI	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0001008.1	BGC0001008.1	Maduropeptin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Actinomadura madurae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0001009.1	BGC0001009.1	Melithiazol biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Melittangium lichenicola	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Melittangium
BGC0001010.1	BGC0001010.1	Melithiazol biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Melittangium lichenicola	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Melittangium
BGC0001011.1	BGC0001011.1	Meridamycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. NRRL 30748	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001012.1	BGC0001012.1	Meridamycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces violaceusniger	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001013.1	BGC0001013.1	Meridamycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp.	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001014.1	BGC0001014.1	Micacocidin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
