BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001718.1	BGC0001718.1	Okaramine B / okaramine D biosynthetic gene cluster	nrps-terpene	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001746.1	BGC0001746.1	Pristinol biosynthetic gene cluster	terpene	Terpene	Streptomyces pristinaespiralis ATCC 25486	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001756.1	BGC0001756.1	Retigeranin / arathanatriene biosynthetic gene cluster	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0001775.1	BGC0001775.1	Sespendole biosynthetic gene cluster	terpene	Terpene	Cordana terrestris	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariomycetidae incertae sedis,Cordana
BGC0001776.1	BGC0001776.1	Shearinine D biosynthetic gene cluster	terpene	Terpene	Penicillium janthinellum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001777.1	BGC0001777.1	Shearinine D biosynthetic gene cluster	terpene	Terpene	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001811.1	BGC0001811.1	Trichodiene-11-one biosynthetic gene cluster	terpene	Terpene	Fusarium asiaticum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
CS200_c00001_NODE_1_...cluster002	c00001_NODE_1_..	NODE_1_length_5167676_cov_36.634580	terpene	Terpene		
CS200_c00001_NODE_1_...cluster012	c00004_NODE_4_..	NODE_4_length_1455908_cov_17.541590	terpene	Terpene		
CS200_c00001_NODE_1_...cluster015	c00005_NODE_5_..	NODE_5_length_1102901_cov_11.969598	terpene	Terpene		
CS200_c00001_NODE_1_...cluster016	c00006_NODE_6_..	NODE_6_length_962626_cov_14.310647	terpene	Terpene		
CS200_c00001_NODE_1_...cluster018	c00009_NODE_9_..	NODE_9_length_795135_cov_6.514611	terpene	Terpene		
CS200_c00001_NODE_1_...cluster023	c00019_NODE_19..	NODE_19_length_503566_cov_10.980540	terpene	Terpene		
CS200_c00001_NODE_1_...cluster024	c00022_NODE_22..	NODE_22_length_468028_cov_8.483581	terpene	Terpene		
CS200_c00001_NODE_1_...cluster026	c00022_NODE_22..	NODE_22_length_468028_cov_8.483581	terpene	Terpene		
CS200_c00001_NODE_1_...cluster027	c00024_NODE_24..	NODE_24_length_463426_cov_14.285243	terpene	Terpene		
CS200_c00001_NODE_1_...cluster028	c00026_NODE_26..	NODE_26_length_459230_cov_25.848034	terpene	Terpene		
CS200_c00001_NODE_1_...cluster029	c00034_NODE_34..	NODE_34_length_381213_cov_9.116800	terpene	Terpene		
CS200_c00001_NODE_1_...cluster036	c00078_NODE_78..	NODE_78_length_232314_cov_6.136911	terpene	Terpene		
CS200_c00001_NODE_1_...cluster042	c00151_NODE_15..	NODE_151_length_146388_cov_5.067373	terpene	Terpene		
CS200_c00001_NODE_1_...cluster043	c00165_NODE_16..	NODE_165_length_138147_cov_26.521808	terpene	Terpene		
CS200_c00001_NODE_1_...cluster044	c00166_NODE_16..	NODE_166_length_137714_cov_12.532783	terpene	Terpene		
CS200_c00001_NODE_1_...cluster045	c00167_NODE_16..	NODE_167_length_137665_cov_7.215330	terpene	Terpene		
CS200_c00001_NODE_1_...cluster049	c00193_NODE_19..	NODE_193_length_125918_cov_41.839790	terpene	Terpene		
CS200_c00001_NODE_1_...cluster052	c00223_NODE_22..	NODE_223_length_116268_cov_5.756606	terpene	Terpene		
CS200_c00001_NODE_1_...cluster054	c00232_NODE_23..	NODE_232_length_114528_cov_6.040952	terpene	Terpene		
CS200_c00001_NODE_1_...cluster057	c00263_NODE_26..	NODE_263_length_107150_cov_9.103174	terpene	Terpene		
CS200_c00001_NODE_1_...cluster058	c00277_NODE_27..	NODE_277_length_103937_cov_39.803757	terpene	Terpene		
CS200_c00001_NODE_1_...cluster060	c00286_NODE_28..	NODE_286_length_102279_cov_12.732849	terpene	Terpene		
CS200_c00001_NODE_1_...cluster062	c00306_NODE_30..	NODE_306_length_97681_cov_14.945261	terpene	Terpene		
CS200_c00001_NODE_1_...cluster065	c00342_NODE_34..	NODE_342_length_93235_cov_22.020256	terpene	Terpene		
CS200_c00001_NODE_1_...cluster067	c00420_NODE_42..	NODE_420_length_82412_cov_10.399878	terpene	Terpene		
CS200_c00001_NODE_1_...cluster068	c00431_NODE_43..	NODE_431_length_81223_cov_6.697408	terpene	Terpene		
CS200_c00001_NODE_1_...cluster069	c00497_NODE_49..	NODE_497_length_73911_cov_4.518893	terpene	Terpene		
CS200_c00001_NODE_1_...cluster070	c00500_NODE_50..	NODE_500_length_73480_cov_12.482271	terpene	Terpene		
CS200_c00001_NODE_1_...cluster077	c00559_NODE_55..	NODE_559_length_69483_cov_9.173006	terpene	Terpene		
CS200_c00001_NODE_1_...cluster079	c00607_NODE_60..	NODE_607_length_66911_cov_2.169412	terpene	Terpene		
CS200_c00001_NODE_1_...cluster080	c00614_NODE_61..	NODE_614_length_66397_cov_8.417368	terpene	Terpene		
CS200_c00001_NODE_1_...cluster081	c00625_NODE_62..	NODE_625_length_65682_cov_2.580673	terpene	Terpene		
CS200_c00001_NODE_1_...cluster085	c00754_NODE_75..	NODE_754_length_59356_cov_6.063466	terpene	Terpene		
CS200_c00001_NODE_1_...cluster086	c00798_NODE_79..	NODE_798_length_57442_cov_3.003577	terpene	Terpene		
CS200_c00001_NODE_1_...cluster087	c00800_NODE_80..	NODE_800_length_57405_cov_10.596005	terpene	Terpene		
CS200_c00001_NODE_1_...cluster095	c00928_NODE_92..	NODE_928_length_52636_cov_21.107696	terpene	Terpene		
CS200_c00001_NODE_1_...cluster096	c00950_NODE_95..	NODE_950_length_51945_cov_3.224439	terpene	Terpene		
CS200_c00001_NODE_1_...cluster097	c00962_NODE_96..	NODE_962_length_51622_cov_8.756675	terpene	Terpene		
CS200_c00001_NODE_1_...cluster098	c00977_NODE_97..	NODE_977_length_51108_cov_5.507522	terpene	Terpene		
CS200_c00001_NODE_1_...cluster108	c01178_NODE_11..	NODE_1178_length_44766_cov_3.710791	terpene	Terpene		
CS200_c00001_NODE_1_...cluster110	c01215_NODE_12..	NODE_1215_length_43961_cov_7.521148	terpene	Terpene		
CS200_c00001_NODE_1_...cluster111	c01301_NODE_13..	NODE_1301_length_41915_cov_16.032545	terpene	Terpene		
CS200_c00001_NODE_1_...cluster114	c01542_NODE_15..	NODE_1542_length_37455_cov_3.251581	terpene	Terpene		
CS200_c00001_NODE_1_...cluster115	c01551_NODE_15..	NODE_1551_length_37329_cov_1.825547	terpene	Terpene		
CS200_c00001_NODE_1_...cluster116	c01601_NODE_16..	NODE_1601_length_36382_cov_8.285643	terpene	Terpene		
CS200_c00001_NODE_1_...cluster117	c01630_NODE_16..	NODE_1630_length_35702_cov_15.943078	terpene	Terpene		
CS200_c00001_NODE_1_...cluster120	c01716_NODE_17..	NODE_1716_length_34428_cov_10.404216	terpene	Terpene		
CS200_c00001_NODE_1_...cluster121	c01867_NODE_18..	NODE_1867_length_32558_cov_22.540131	terpene	Terpene		
CS200_c00001_NODE_1_...cluster123	c01919_NODE_19..	NODE_1919_length_31945_cov_2.694135	terpene	Terpene		
CS200_c00001_NODE_1_...cluster125	c02025_NODE_20..	NODE_2025_length_30633_cov_9.304596	terpene	Terpene		
CS200_c00001_NODE_1_...cluster130	c02244_NODE_22..	NODE_2244_length_28420_cov_29.546602	terpene	Terpene		
CS200_c00001_NODE_1_...cluster132	c02341_NODE_23..	NODE_2341_length_27614_cov_3.783971	terpene	Terpene		
CS200_c00001_NODE_1_...cluster133	c02374_NODE_23..	NODE_2374_length_27352_cov_3.597576	terpene	Terpene		
CS200_c00001_NODE_1_...cluster137	c02480_NODE_24..	NODE_2480_length_26381_cov_2.597433	terpene	Terpene		
CS200_c00001_NODE_1_...cluster139	c02592_NODE_25..	NODE_2592_length_25484_cov_9.217336	terpene	Terpene		
CS200_c00001_NODE_1_...cluster140	c02606_NODE_26..	NODE_2606_length_25346_cov_6.160791	terpene	Terpene		
CS200_c00001_NODE_1_...cluster144	c02742_NODE_27..	NODE_2742_length_24435_cov_5.993253	terpene	Terpene		
CS200_c00001_NODE_1_...cluster146	c02905_NODE_29..	NODE_2905_length_23260_cov_3.593741	terpene	Terpene		
CS200_c00001_NODE_1_...cluster147	c02965_NODE_29..	NODE_2965_length_22928_cov_16.725670	terpene	Terpene		
CS200_c00001_NODE_1_...cluster153	c03364_NODE_33..	NODE_3364_length_20904_cov_16.014391	terpene	Terpene		
CS200_c00001_NODE_1_...cluster154	c03461_NODE_34..	NODE_3461_length_20476_cov_1.693204	terpene	Terpene		
CS200_c00001_NODE_1_...cluster156	c03578_NODE_35..	NODE_3578_length_19834_cov_11.560309	terpene	Terpene		
CS200_c00001_NODE_1_...cluster166	c03896_NODE_38..	NODE_3896_length_18537_cov_2.010158	terpene	Terpene		
CS200_c00001_NODE_1_...cluster170	c04111_NODE_41..	NODE_4111_length_17717_cov_3.453610	terpene	Terpene		
CS200_c00001_NODE_1_...cluster173	c04182_NODE_41..	NODE_4182_length_17432_cov_2.452875	terpene	Terpene		
CS200_c00001_NODE_1_...cluster176	c04365_NODE_43..	NODE_4365_length_16774_cov_1.920827	terpene	Terpene		
CS200_c00001_NODE_1_...cluster177	c04400_NODE_44..	NODE_4400_length_16684_cov_3.198466	terpene	Terpene		
CS200_c00001_NODE_1_...cluster180	c04549_NODE_45..	NODE_4549_length_16266_cov_2.794907	terpene	Terpene		
CS200_c00001_NODE_1_...cluster185	c04848_NODE_48..	NODE_4848_length_15383_cov_3.903972	terpene	Terpene		
CS200_c00001_NODE_1_...cluster186	c04896_NODE_48..	NODE_4896_length_15232_cov_1.681099	terpene	Terpene		
CS200_c00001_NODE_1_...cluster188	c04950_NODE_49..	NODE_4950_length_15105_cov_3.566431	terpene	Terpene		
CS200_c00001_NODE_1_...cluster189	c05157_NODE_51..	NODE_5157_length_14584_cov_7.765304	terpene	Terpene		
CS200_c00001_NODE_1_...cluster193	c05630_NODE_56..	NODE_5630_length_13482_cov_2.601498	terpene	Terpene		
CS200_c00001_NODE_1_...cluster195	c05638_NODE_56..	NODE_5638_length_13462_cov_2.705287	terpene	Terpene		
CS200_c00001_NODE_1_...cluster196	c05680_NODE_56..	NODE_5680_length_13392_cov_3.683227	terpene	Terpene		
CS200_c00001_NODE_1_...cluster197	c05681_NODE_56..	NODE_5681_length_13391_cov_2.400407	terpene	Terpene		
CS200_c00001_NODE_1_...cluster200	c05777_NODE_57..	NODE_5777_length_13177_cov_3.259923	terpene	Terpene		
CS200_c00001_NODE_1_...cluster201	c05833_NODE_58..	NODE_5833_length_13088_cov_2.410385	terpene	Terpene		
CS200_c00001_NODE_1_...cluster203	c05966_NODE_59..	NODE_5966_length_12811_cov_5.163828	terpene	Terpene		
CS200_c00001_NODE_1_...cluster214	c06989_NODE_69..	NODE_6989_length_11235_cov_1.315538	terpene	Terpene		
CS200_c00001_NODE_1_...cluster215	c07122_NODE_71..	NODE_7122_length_11047_cov_1.918040	terpene	Terpene		
CS200_c00001_NODE_1_...cluster216	c07176_NODE_71..	NODE_7176_length_10962_cov_2.360314	terpene	Terpene		
CS200_c00001_NODE_1_...cluster219	c07427_NODE_74..	NODE_7427_length_10602_cov_6.783389	terpene	Terpene		
CS200_c00001_NODE_1_...cluster221	c07621_NODE_76..	NODE_7621_length_10363_cov_6.357268	terpene	Terpene		
CS200_c00001_NODE_1_...cluster222	c07770_NODE_77..	NODE_7770_length_10189_cov_3.043629	terpene	Terpene		
CS200_c00001_NODE_1_...cluster223	c07885_NODE_78..	NODE_7885_length_10077_cov_1.876683	terpene	Terpene		
CS200_c00001_NODE_1_...cluster225	c07967_NODE_79..	NODE_7967_length_9981_cov_2.686929	terpene	Terpene		
CS200_c00001_NODE_1_...cluster227	c08122_NODE_81..	NODE_8122_length_9776_cov_8.479946	terpene	Terpene		
CS200_c00001_NODE_1_...cluster232	c08788_NODE_87..	NODE_8788_length_9090_cov_1.533973	terpene	Terpene		
CS200_c00001_NODE_1_...cluster234	c09102_NODE_91..	NODE_9102_length_8803_cov_1.851199	terpene	Terpene		
CS200_c00001_NODE_1_...cluster235	c09231_NODE_92..	NODE_9231_length_8685_cov_3.450806	terpene	Terpene		
CS200_c00001_NODE_1_...cluster242	c10179_NODE_10..	NODE_10179_length_7932_cov_1.508520	terpene	Terpene		
CS200_c00001_NODE_1_...cluster244	c10222_NODE_10..	NODE_10222_length_7904_cov_2.327504	terpene	Terpene		
CS200_c00001_NODE_1_...cluster247	c10401_NODE_10..	NODE_10401_length_7772_cov_6.160105	terpene	Terpene		
CS200_c00001_NODE_1_...cluster249	c10447_NODE_10..	NODE_10447_length_7742_cov_1.834012	terpene	Terpene		
CS200_c00001_NODE_1_...cluster251	c10779_NODE_10..	NODE_10779_length_7519_cov_1.364448	terpene	Terpene		
CS200_c00001_NODE_1_...cluster252	c10780_NODE_10..	NODE_10780_length_7517_cov_1.836265	terpene	Terpene		
CS200_c00001_NODE_1_...cluster258	c11502_NODE_11..	NODE_11502_length_7072_cov_1.690137	terpene	Terpene		
CS200_c00001_NODE_1_...cluster261	c11706_NODE_11..	NODE_11706_length_6946_cov_5.266315	terpene	Terpene		
CS200_c00001_NODE_1_...cluster263	c12082_NODE_12..	NODE_12082_length_6757_cov_1.376320	terpene	Terpene		
CS200_c00001_NODE_1_...cluster267	c13329_NODE_13..	NODE_13329_length_6180_cov_1.495622	terpene	Terpene		
CS200_c00001_NODE_1_...cluster269	c13703_NODE_13..	NODE_13703_length_6030_cov_1.928172	terpene	Terpene		
CS200_c00001_NODE_1_...cluster273	c14259_NODE_14..	NODE_14259_length_5807_cov_1.559683	terpene	Terpene		
CS200_c00001_NODE_1_...cluster274	c14273_NODE_14..	NODE_14273_length_5798_cov_1.514724	terpene	Terpene		
CS200_c00001_NODE_1_...cluster277	c14968_NODE_14..	NODE_14968_length_5548_cov_6.628851	terpene	Terpene		
CS200_c00001_NODE_1_...cluster279	c15170_NODE_15..	NODE_15170_length_5482_cov_6.399813	terpene	Terpene		
CS200_c00001_NODE_1_...cluster280	c15763_NODE_15..	NODE_15763_length_5282_cov_1.398836	terpene	Terpene		
CS200_c00001_NODE_1_...cluster284	c15894_NODE_15..	NODE_15894_length_5237_cov_1.962427	terpene	Terpene		
CS200_c00001_NODE_1_...cluster289	c16693_NODE_16..	NODE_16693_length_5008_cov_1.291743	terpene	Terpene		
CS202_c00001_NODE_1_...cluster005	c00009_NODE_9_..	NODE_9_length_305285_cov_4.110746	terpene	Terpene		
CS202_c00001_NODE_1_...cluster006	c00013_NODE_13..	NODE_13_length_283964_cov_7.654344	terpene	Terpene		
CS202_c00001_NODE_1_...cluster008	c00027_NODE_27..	NODE_27_length_229752_cov_11.198275	terpene	Terpene		
CS202_c00001_NODE_1_...cluster010	c00049_NODE_49..	NODE_49_length_194808_cov_4.421063	terpene	Terpene		
CS202_c00001_NODE_1_...cluster011	c00053_NODE_53..	NODE_53_length_188175_cov_4.866481	terpene	Terpene		
CS202_c00001_NODE_1_...cluster019	c00086_NODE_86..	NODE_86_length_150588_cov_13.499791	terpene	Terpene		
CS202_c00001_NODE_1_...cluster020	c00095_NODE_95..	NODE_95_length_146113_cov_5.143993	terpene	Terpene		
CS202_c00001_NODE_1_...cluster023	c00134_NODE_13..	NODE_134_length_127241_cov_7.264967	terpene	Terpene		
CS202_c00001_NODE_1_...cluster027	c00167_NODE_16..	NODE_167_length_115309_cov_5.481395	terpene	Terpene		
CS202_c00001_NODE_1_...cluster028	c00173_NODE_17..	NODE_173_length_113765_cov_4.389896	terpene	Terpene		
CS202_c00001_NODE_1_...cluster035	c00258_NODE_25..	NODE_258_length_93721_cov_79.867438	terpene	Terpene		
CS202_c00001_NODE_1_...cluster037	c00271_NODE_27..	NODE_271_length_91079_cov_25.745657	terpene	Terpene		
CS202_c00001_NODE_1_...cluster038	c00291_NODE_29..	NODE_291_length_87389_cov_25.537863	terpene	Terpene		
CS202_c00001_NODE_1_...cluster039	c00299_NODE_29..	NODE_299_length_86016_cov_5.528624	terpene	Terpene		
CS202_c00001_NODE_1_...cluster040	c00371_NODE_37..	NODE_371_length_76254_cov_3.883392	terpene	Terpene		
CS202_c00001_NODE_1_...cluster042	c00381_NODE_38..	NODE_381_length_74640_cov_3.999960	terpene	Terpene		
CS202_c00001_NODE_1_...cluster045	c00407_NODE_40..	NODE_407_length_73004_cov_6.132305	terpene	Terpene		
CS202_c00001_NODE_1_...cluster049	c00458_NODE_45..	NODE_458_length_68754_cov_6.991898	terpene	Terpene		
CS202_c00001_NODE_1_...cluster051	c00469_NODE_46..	NODE_469_length_67690_cov_8.255214	terpene	Terpene		
CS202_c00001_NODE_1_...cluster054	c00619_NODE_61..	NODE_619_length_57763_cov_3.119717	terpene	Terpene		
CS202_c00001_NODE_1_...cluster059	c00686_NODE_68..	NODE_686_length_54679_cov_4.505774	terpene	Terpene		
CS202_c00001_NODE_1_...cluster061	c00703_NODE_70..	NODE_703_length_53648_cov_13.999178	terpene	Terpene		
CS202_c00001_NODE_1_...cluster063	c00721_NODE_72..	NODE_721_length_52985_cov_7.007057	terpene	Terpene		
CS202_c00001_NODE_1_...cluster067	c00874_NODE_87..	NODE_874_length_47156_cov_22.183419	terpene	Terpene		
CS202_c00001_NODE_1_...cluster068	c00896_NODE_89..	NODE_896_length_46443_cov_1.770295	terpene	Terpene		
CS202_c00001_NODE_1_...cluster072	c01050_NODE_10..	NODE_1050_length_41033_cov_12.863712	terpene	Terpene		
CS202_c00001_NODE_1_...cluster074	c01134_NODE_11..	NODE_1134_length_39006_cov_3.161244	terpene	Terpene		
CS202_c00001_NODE_1_...cluster076	c01256_NODE_12..	NODE_1256_length_36475_cov_75.241086	terpene	Terpene		
CS202_c00001_NODE_1_...cluster080	c01395_NODE_13..	NODE_1395_length_33431_cov_5.651573	terpene	Terpene		
CS202_c00001_NODE_1_...cluster082	c01458_NODE_14..	NODE_1458_length_32286_cov_3.504866	terpene	Terpene		
CS202_c00001_NODE_1_...cluster086	c01613_NODE_16..	NODE_1613_length_29503_cov_3.430862	terpene	Terpene		
CS202_c00001_NODE_1_...cluster094	c01848_NODE_18..	NODE_1848_length_26246_cov_2.641181	terpene	Terpene		
CS202_c00001_NODE_1_...cluster095	c01867_NODE_18..	NODE_1867_length_26050_cov_2.597500	terpene	Terpene		
CS202_c00001_NODE_1_...cluster097	c01973_NODE_19..	NODE_1973_length_24979_cov_7.186021	terpene	Terpene		
CS202_c00001_NODE_1_...cluster098	c01982_NODE_19..	NODE_1982_length_24914_cov_5.258644	terpene	Terpene		
CS202_c00001_NODE_1_...cluster105	c02217_NODE_22..	NODE_2217_length_22405_cov_3.193150	terpene	Terpene		
CS202_c00001_NODE_1_...cluster106	c02226_NODE_22..	NODE_2226_length_22319_cov_2.390591	terpene	Terpene		
CS202_c00001_NODE_1_...cluster107	c02232_NODE_22..	NODE_2232_length_22285_cov_4.006815	terpene	Terpene		
CS202_c00001_NODE_1_...cluster112	c02394_NODE_23..	NODE_2394_length_20744_cov_2.817190	terpene	Terpene		
CS202_c00001_NODE_1_...cluster117	c02643_NODE_26..	NODE_2643_length_19012_cov_4.107969	terpene	Terpene		
CS202_c00001_NODE_1_...cluster124	c02946_NODE_29..	NODE_2946_length_17220_cov_3.992746	terpene	Terpene		
CS202_c00001_NODE_1_...cluster126	c03062_NODE_30..	NODE_3062_length_16614_cov_1.969794	terpene	Terpene		
CS202_c00001_NODE_1_...cluster127	c03134_NODE_31..	NODE_3134_length_16269_cov_2.284723	terpene	Terpene		
CS202_c00001_NODE_1_...cluster130	c03289_NODE_32..	NODE_3289_length_15489_cov_4.147767	terpene	Terpene		
CS202_c00001_NODE_1_...cluster133	c03419_NODE_34..	NODE_3419_length_14999_cov_7.042227	terpene	Terpene		
CS202_c00001_NODE_1_...cluster134	c03504_NODE_35..	NODE_3504_length_14679_cov_4.010445	terpene	Terpene		
CS202_c00001_NODE_1_...cluster136	c03572_NODE_35..	NODE_3572_length_14471_cov_3.072783	terpene	Terpene		
CS202_c00001_NODE_1_...cluster139	c03625_NODE_36..	NODE_3625_length_14284_cov_1.728191	terpene	Terpene		
CS202_c00001_NODE_1_...cluster141	c03667_NODE_36..	NODE_3667_length_14115_cov_1.465542	terpene	Terpene		
CS202_c00001_NODE_1_...cluster143	c04193_NODE_41..	NODE_4193_length_12470_cov_2.120230	terpene	Terpene		
CS202_c00001_NODE_1_...cluster145	c04305_NODE_43..	NODE_4305_length_12218_cov_3.416591	terpene	Terpene		
CS202_c00001_NODE_1_...cluster147	c04508_NODE_45..	NODE_4508_length_11758_cov_1.420686	terpene	Terpene		
CS202_c00001_NODE_1_...cluster150	c04982_NODE_49..	NODE_4982_length_10678_cov_3.746849	terpene	Terpene		
CS202_c00001_NODE_1_...cluster152	c05102_NODE_51..	NODE_5102_length_10427_cov_2.837282	terpene	Terpene		
CS202_c00001_NODE_1_...cluster154	c05598_NODE_55..	NODE_5598_length_9589_cov_2.863771	terpene	Terpene		
CS202_c00001_NODE_1_...cluster155	c05664_NODE_56..	NODE_5664_length_9489_cov_2.347148	terpene	Terpene		
CS202_c00001_NODE_1_...cluster156	c05797_NODE_57..	NODE_5797_length_9288_cov_3.807990	terpene	Terpene		
CS202_c00001_NODE_1_...cluster161	c06693_NODE_66..	NODE_6693_length_8193_cov_1.294694	terpene	Terpene		
CS202_c00001_NODE_1_...cluster162	c06833_NODE_68..	NODE_6833_length_8020_cov_1.171671	terpene	Terpene		
CS202_c00001_NODE_1_...cluster164	c07140_NODE_71..	NODE_7140_length_7743_cov_1.872768	terpene	Terpene		
CS202_c00001_NODE_1_...cluster172	c08722_NODE_87..	NODE_8722_length_6659_cov_2.808634	terpene	Terpene		
CS202_c00001_NODE_1_...cluster173	c08860_NODE_88..	NODE_8860_length_6581_cov_1.539820	terpene	Terpene		
CS202_c00001_NODE_1_...cluster175	c09097_NODE_90..	NODE_9097_length_6455_cov_12.250632	terpene	Terpene		
CS202_c00001_NODE_1_...cluster179	c09581_NODE_95..	NODE_9581_length_6218_cov_1.665736	terpene	Terpene		
CS202_c00001_NODE_1_...cluster185	c10335_NODE_10..	NODE_10335_length_5885_cov_1.777874	terpene	Terpene		
CS202_c00001_NODE_1_...cluster187	c10870_NODE_10..	NODE_10870_length_5671_cov_1.853535	terpene	Terpene		
CS202_c00001_NODE_1_...cluster188	c11032_NODE_11..	NODE_11032_length_5612_cov_1.918140	terpene	Terpene		
CS202_c00001_NODE_1_...cluster190	c11513_NODE_11..	NODE_11513_length_5449_cov_6.809846	terpene	Terpene		
CS202_c00001_NODE_1_...cluster191	c11903_NODE_11..	NODE_11903_length_5335_cov_1.273425	terpene	Terpene		
CS202_c00001_NODE_1_...cluster193	c12707_NODE_12..	NODE_12707_length_5093_cov_1.905155	terpene	Terpene		
CS203_c00001_NODE_1_...cluster001	c00007_NODE_7_..	NODE_7_length_445432_cov_7.986122	terpene	Terpene		
CS203_c00001_NODE_1_...cluster004	c00008_NODE_8_..	NODE_8_length_427552_cov_8.246895	terpene	Terpene		
CS203_c00001_NODE_1_...cluster005	c00010_NODE_10..	NODE_10_length_382868_cov_4.117160	terpene	Terpene		
CS203_c00001_NODE_1_...cluster006	c00019_NODE_19..	NODE_19_length_301139_cov_8.935823	terpene	Terpene		
CS203_c00001_NODE_1_...cluster007	c00020_NODE_20..	NODE_20_length_296038_cov_5.748380	terpene	Terpene		
CS203_c00001_NODE_1_...cluster010	c00058_NODE_58..	NODE_58_length_193750_cov_3.755468	terpene	Terpene		
CS203_c00001_NODE_1_...cluster012	c00079_NODE_79..	NODE_79_length_176557_cov_8.024520	terpene	Terpene		
CS203_c00001_NODE_1_...cluster013	c00082_NODE_82..	NODE_82_length_174488_cov_6.221942	terpene	Terpene		
CS203_c00001_NODE_1_...cluster014	c00085_NODE_85..	NODE_85_length_172847_cov_5.770108	terpene	Terpene		
CS203_c00001_NODE_1_...cluster016	c00096_NODE_96..	NODE_96_length_166925_cov_7.958213	terpene	Terpene		
CS203_c00001_NODE_1_...cluster019	c00106_NODE_10..	NODE_106_length_157944_cov_3.804495	terpene	Terpene		
CS203_c00001_NODE_1_...cluster020	c00107_NODE_10..	NODE_107_length_157646_cov_4.303284	terpene	Terpene		
CS203_c00001_NODE_1_...cluster021	c00112_NODE_11..	NODE_112_length_156425_cov_14.399967	terpene	Terpene		
CS203_c00001_NODE_1_...cluster029	c00200_NODE_20..	NODE_200_length_119536_cov_4.755940	terpene	Terpene		
CS203_c00001_NODE_1_...cluster034	c00224_NODE_22..	NODE_224_length_114052_cov_6.851938	terpene	Terpene		
CS203_c00001_NODE_1_...cluster040	c00287_NODE_28..	NODE_287_length_101776_cov_9.942656	terpene	Terpene		
CS203_c00001_NODE_1_...cluster042	c00333_NODE_33..	NODE_333_length_94558_cov_2.846544	terpene	Terpene		
CS203_c00001_NODE_1_...cluster054	c00476_NODE_47..	NODE_476_length_79574_cov_8.602225	terpene	Terpene		
CS203_c00001_NODE_1_...cluster063	c00702_NODE_70..	NODE_702_length_62325_cov_14.599714	terpene	Terpene		
CS203_c00001_NODE_1_...cluster065	c00733_NODE_73..	NODE_733_length_60507_cov_10.301375	terpene	Terpene		
CS203_c00001_NODE_1_...cluster074	c00877_NODE_87..	NODE_877_length_54447_cov_9.611211	terpene	Terpene		
CS203_c00001_NODE_1_...cluster075	c00979_NODE_97..	NODE_979_length_50301_cov_2.702914	terpene	Terpene		
CS203_c00001_NODE_1_...cluster081	c01163_NODE_11..	NODE_1163_length_43977_cov_10.374253	terpene	Terpene		
CS203_c00001_NODE_1_...cluster082	c01179_NODE_11..	NODE_1179_length_43588_cov_19.502335	terpene	Terpene		
CS203_c00001_NODE_1_...cluster087	c01434_NODE_14..	NODE_1434_length_38150_cov_8.010125	terpene	Terpene		
CS203_c00001_NODE_1_...cluster088	c01452_NODE_14..	NODE_1452_length_37748_cov_11.508067	terpene	Terpene		
CS203_c00001_NODE_1_...cluster089	c01467_NODE_14..	NODE_1467_length_37470_cov_4.426211	terpene	Terpene		
CS203_c00001_NODE_1_...cluster091	c01664_NODE_16..	NODE_1664_length_34252_cov_3.909919	terpene	Terpene		
CS203_c00001_NODE_1_...cluster092	c01675_NODE_16..	NODE_1675_length_33990_cov_3.288752	terpene	Terpene		
CS203_c00001_NODE_1_...cluster093	c01841_NODE_18..	NODE_1841_length_31731_cov_7.961840	terpene	Terpene		
CS203_c00001_NODE_1_...cluster094	c01842_NODE_18..	NODE_1842_length_31727_cov_9.235411	terpene	Terpene		
CS203_c00001_NODE_1_...cluster097	c01888_NODE_18..	NODE_1888_length_31309_cov_2.462575	terpene	Terpene		
CS203_c00001_NODE_1_...cluster099	c01948_NODE_19..	NODE_1948_length_30355_cov_7.881104	terpene	Terpene		
CS203_c00001_NODE_1_...cluster100	c01969_NODE_19..	NODE_1969_length_30097_cov_2.221054	terpene	Terpene		
CS203_c00001_NODE_1_...cluster101	c02024_NODE_20..	NODE_2024_length_29614_cov_3.535965	terpene	Terpene		
