BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000700.1	BGC0000700.1	Istamycin biosynthetic gene cluster	amglyccycl-melanin	Others	Streptomyces tenjimariensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000703.1	BGC0000703.1	Kanamycin biosynthetic gene cluster	other	Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000706.1	BGC0000706.1	Kanamycin biosynthetic gene cluster	other	Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000707.1	BGC0000707.1	Kasugamycin biosynthetic gene cluster	other	Others	Streptomyces kasugaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000717.1	BGC0000717.1	Streptomycin biosynthetic gene cluster	amglyccycl-lantipeptide	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000718.1	BGC0000718.1	Streptomycin biosynthetic gene cluster	other	Others	Streptomyces griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000725.1	BGC0000725.1	Alginate biosynthetic gene cluster	other	Others	Pseudomonas sp. QDA	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000726.1	BGC0000726.1	Alginate biosynthetic gene cluster	other	Others	Pseudomonas sp. QDA	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000727.1	BGC0000727.1	Auricin deoxysugar moieties biosynthetic gene cluster	other	Others	Streptomyces aureofaciens	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000728.1	BGC0000728.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Klebsiella pneumoniae subsp. ozaenae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000729.1	BGC0000729.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000730.1	BGC0000730.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000731.1	BGC0000731.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000732.1	BGC0000732.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Raoultella planticola	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella
BGC0000733.1	BGC0000733.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000734.1	BGC0000734.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000735.1	BGC0000735.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000736.1	BGC0000736.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Mannheimia haemolytica	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
BGC0000737.1	BGC0000737.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000738.1	BGC0000738.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000739.1	BGC0000739.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000740.1	BGC0000740.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000741.1	BGC0000741.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000742.1	BGC0000742.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000743.1	BGC0000743.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000744.1	BGC0000744.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000745.1	BGC0000745.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000746.1	BGC0000746.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000747.1	BGC0000747.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000748.1	BGC0000748.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000749.1	BGC0000749.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000750.1	BGC0000750.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000751.1	BGC0000751.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000752.1	BGC0000752.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Actinobacillus pleuropneumoniae serovar 6 str. Femo	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000753.1	BGC0000753.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000754.1	BGC0000754.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000755.1	BGC0000755.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Avibacterium paragallinarum 221	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000756.1	BGC0000756.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000757.1	BGC0000757.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000758.1	BGC0000758.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcus
BGC0000759.1	BGC0000759.1	Diutan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas sp. ATCC 53159	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000760.1	BGC0000760.1	Emulsan biosynthetic gene cluster	other	Others	Acinetobacter lwoffii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
BGC0000761.1	BGC0000761.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Methylobacillus sp. 12S	Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus
BGC0000762.1	BGC0000762.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Rhizobium leguminosarum bv. viciae	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000763.1	BGC0000763.1	Stewartan biosynthetic gene cluster	other	Others	Pantoea stewartii subsp. stewartii DC283	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
BGC0000764.1	BGC0000764.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000765.1	BGC0000765.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000766.1	BGC0000766.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000767.1	BGC0000767.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000768.1	BGC0000768.1	Gellan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas elodea ATCC 31461	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000769.1	BGC0000769.1	Glycopeptidolipid biosynthetic gene cluster	other	Others	Mycobacterium avium subsp. hominissuis A5	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000770.1	BGC0000770.1	Lipo-oligosaccharide biosynthetic gene cluster	other	Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000771.1	BGC0000771.1	Lipo-oligosaccharide biosynthetic gene cluster	other	Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000772.1	BGC0000772.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Brucella melitensis	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
BGC0000773.1	BGC0000773.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000774.1	BGC0000774.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Xanthomonas campestris pv. campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000775.1	BGC0000775.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Legionella pneumophila	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000776.1	BGC0000776.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000777.1	BGC0000777.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000778.1	BGC0000778.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Aeromonas hydrophila	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000779.1	BGC0000779.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Aeromonas hydrophila	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000780.1	BGC0000780.1	O&K-antigen biosynthetic gene cluster	other	Others	Vibrio parahaemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000781.1	BGC0000781.1	O-antigen biosynthetic gene cluster	other	Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000782.1	BGC0000782.1	O-antigen biosynthetic gene cluster	other	Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000783.1	BGC0000783.1	O-antigen biosynthetic gene cluster	other	Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000784.1	BGC0000784.1	O-antigen biosynthetic gene cluster	other	Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000785.1	BGC0000785.1	O-antigen biosynthetic gene cluster	other	Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000786.1	BGC0000786.1	O-antigen biosynthetic gene cluster	other	Others	Edwardsiella ictaluri 93-146	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
BGC0000787.1	BGC0000787.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000788.1	BGC0000788.1	O-antigen biosynthetic gene cluster	other	Others	Salmonella enterica subsp. salamae serovar Greenside	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
BGC0000789.1	BGC0000789.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000790.1	BGC0000790.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000791.1	BGC0000791.1	O-antigen biosynthetic gene cluster	other	Others	Cronobacter sakazakii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
BGC0000792.1	BGC0000792.1	Polysaccharide biosynthetic gene cluster	other	Others	Enterococcus faecalis OG1RF	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000793.1	BGC0000793.1	Lipopolysaccharide oligosaccharide biosynthetic gene cluster	other	Others	Salmonella enterica subsp. arizonae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
BGC0000794.1	BGC0000794.1	S-layer glycan biosynthetic gene cluster	other	Others	Geobacillus stearothermophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
BGC0000795.1	BGC0000795.1	S-layer glycan biosynthetic gene cluster	other	Others	Aneurinibacillus thermoaerophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0000796.1	BGC0000796.1	S-layer glycan biosynthetic gene cluster	other	Others	Paenibacillus alvei	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000797.1	BGC0000797.1	Sphingan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas sp. S88	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000798.1	BGC0000798.1	Dhurrin biosynthetic gene cluster	other	Others	Sorghum bicolor	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogoneae,Sorghum
BGC0000799.1	BGC0000799.1	Colanic acid biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000800.1	BGC0000800.1	Xanthan biosynthetic gene cluster	other	Others	Xanthomonas campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000801.1	BGC0000801.1	Galactoglucan biosynthetic gene cluster	other	Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000802.1	BGC0000802.1	Succinoglycan biosynthetic gene cluster	other	Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000803.1	BGC0000803.1	GG exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus rhamnosus GG	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000804.1	BGC0000804.1	Acarviostatin biosynthetic gene cluster	other	Others	Streptomyces coelicoflavus ZG0656	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000805.1	BGC0000805.1	Moenomycin biosynthetic gene cluster	other	Others	Streptomyces ghanaensis ATCC 14672	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000806.1	BGC0000806.1	Phosphonoglycans biosynthetic gene cluster	other	Others	Glycomyces sp. NRRL B-16210	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Glycomycineae,Glycomycetaceae,Glycomyces
BGC0000807.1	BGC0000807.1	Phosphonoglycans biosynthetic gene cluster	other	Others	Stackebrandtia nassauensis DSM 44728	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Glycomycineae,Glycomycetaceae,Stackebrandtia
BGC0000808.1	BGC0000808.1	Cepacian biosynthetic gene cluster	other	Others	Burkholderia multivorans ATCC 17616	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0000809.1	BGC0000809.1	AT2433 biosynthetic gene cluster	thiopeptide-indole	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0000810.1	BGC0000810.1	Benzoxazinone DIMBOA biosynthetic gene cluster	other	Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogoneae,Zea
BGC0000812.1	BGC0000812.1	Huperzine A biosynthetic gene cluster	other	Others	Shiraia sp. slf14	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporales incertae sedis,Shiraia
BGC0000813.1	BGC0000813.1	K-252a biosynthetic gene cluster	indole	Others	Nonomuraea longicatena	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Nonomuraea
BGC0000814.1	BGC0000814.1	K-252a biosynthetic gene cluster	indole	Others	Nonomuraea longicatena	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Nonomuraea
BGC0000815.1	BGC0000815.1	Loline alkaloids biosynthetic gene cluster	other	Others	Neotyphodium uncinatum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,mitosporic Clavicipitaceae,Neotyphodium
BGC0000816.1	BGC0000816.1	Malbrancheamide biosynthetic gene cluster	terpene-nrps	Others	Malbranchea aurantiaca	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,mitosporic Onygenales,Malbranchea
BGC0000817.1	BGC0000817.1	Methylarcyriarubin biosynthetic gene cluster	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000818.1	BGC0000818.1	Notoamide biosynthetic gene cluster	terpene-nrps	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000819.1	BGC0000819.1	Paraherquamide biosynthetic gene cluster	terpene-nrps	Others	Penicillium fellutanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000820.1	BGC0000820.1	Physostigmine biosynthetic gene cluster	other	Others	Streptomyces griseofuscus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000821.1	BGC0000821.1	Rebeccamycin biosynthetic gene cluster	indole	Others	Lechevalieria aerocolonigenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Lechevalieria
BGC0000822.1	BGC0000822.1	Rebeccamycin biosynthetic gene cluster	indole	Others	Lechevalieria aerocolonigenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Lechevalieria
BGC0000823.1	BGC0000823.1	Rebeccamycin biosynthetic gene cluster	indole	Others	Lechevalieria aerocolonigenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Lechevalieria
BGC0000824.1	BGC0000824.1	Scytonemin biosynthetic gene cluster	other	Others	Nostoc punctiforme PCC 73102	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000825.1	BGC0000825.1	Staurosporine biosynthetic gene cluster	indole	Others	Streptomyces sp. TP-A0274	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000826.1	BGC0000826.1	Staurosporine biosynthetic gene cluster	indole	Others	Streptomyces clavuligerus ATCC 27064	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000827.1	BGC0000827.1	Staurosporine biosynthetic gene cluster	indole	Others	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000828.1	BGC0000828.1	Violacein biosynthetic gene cluster	indole	Others	Chromobacterium violaceum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0000829.1	BGC0000829.1	Violacein biosynthetic gene cluster	indole	Others	Chromobacterium violaceum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0000830.1	BGC0000830.1	Violacein biosynthetic gene cluster	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000831.1	BGC0000831.1	Violacein biosynthetic gene cluster	indole	Others	Duganella sp. B2	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
BGC0000832.1	BGC0000832.1	Clorobiocin biosynthetic gene cluster	aminocoumarin	Others	Streptomyces roseochromogenes subsp. oscitans DS 12.976	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000833.1	BGC0000833.1	Coumermycin A1 biosynthetic gene cluster	aminocoumarin	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000834.1	BGC0000834.1	Novobiocin biosynthetic gene cluster	aminocoumarin	Others	Streptomyces niveus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000835.1	BGC0000835.1	Simocyclinone biosynthetic gene cluster	aminocoumarin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000836.1	BGC0000836.1	APE Ec biosynthetic gene cluster	other	Others	Escherichia coli CFT073	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000837.1	BGC0000837.1	APE Vf biosynthetic gene cluster	other	Others	Vibrio fischeri ES114	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
BGC0000838.1	BGC0000838.1	Flexirubin biosynthetic gene cluster	other	Others	Flavobacterium johnsoniae UW101	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
BGC0000839.1	BGC0000839.1	Flexirubin biosynthetic gene cluster	other	Others	Chitinophaga pinensis DSM 2588	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga
BGC0000840.1	BGC0000840.1	Xanthomonadin biosynthetic gene cluster	other	Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000841.1	BGC0000841.1	Alanylclavam biosynthetic gene cluster	blactam	Others	Streptomyces clavuligerus ATCC 27064	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000842.1	BGC0000842.1	Carbapenem MM 4550 biosynthetic gene cluster	blactam	Others	Streptomyces argenteolus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000843.1	BGC0000843.1	Clavams biosynthetic gene cluster	blactam	Others	Streptomyces clavuligerus ATCC 27064	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000844.1	BGC0000844.1	Clavulanic acid biosynthetic gene cluster	other	Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000845.1	BGC0000845.1	Clavulanic acid biosynthetic gene cluster	blactam	Others	Streptomyces clavuligerus ATCC 27064	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
