BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000401.1	BGC0000401.1	Paenibactin biosynthetic gene cluster	nrps	NRPS	Paenibacillus elgii B69	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000402.1	BGC0000402.1	Paenilarvins biosynthetic gene cluster	nrps-transatpks	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000403.1	BGC0000403.1	Pelgipeptin biosynthetic gene cluster	nrps	NRPS	Paenibacillus elgii	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000404.1	BGC0000404.1	Penicillin biosynthetic gene cluster	nrps	NRPS	Penicillium chrysogenum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum complex
BGC0000405.1	BGC0000405.1	Penicillin biosynthetic gene cluster	nrps	NRPS	Penicillium chrysogenum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum complex
BGC0000406.1	BGC0000406.1	Phosphinothricin biosynthetic gene cluster	nrps-phosphonate	Others	Streptomyces viridochromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000407.1	BGC0000407.1	Plipastatin biosynthetic gene cluster	nrps	NRPS	Bacillus subtilis subsp. subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000408.1	BGC0000408.1	Polymyxin biosynthetic gene cluster	nrps	NRPS	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000409.1	BGC0000409.1	Porothramycin biosynthetic gene cluster	nrps	NRPS	Streptomyces albus subsp. albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000410.1	BGC0000410.1	Pseudomonine biosynthetic gene cluster	nrps	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000411.1	BGC0000411.1	Putisolvin biosynthetic gene cluster	nrps	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000412.1	BGC0000412.1	Pyochelin biosynthetic gene cluster	nrps	NRPS	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000413.1	BGC0000413.1	Pyoverdine biosynthetic gene cluster	nrps	NRPS	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000414.1	BGC0000414.1	Quinocarcin biosynthetic gene cluster	nrps	NRPS	Streptomyces melanovinaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000415.1	BGC0000415.1	Quinomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces griseovariabilis subsp. bandungensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000416.1	BGC0000416.1	Rhabdopeptides biosynthetic gene cluster	nrps	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
BGC0000417.1	BGC0000417.1	Rhodochelin biosynthetic gene cluster	nrps	NRPS	Rhodococcus jostii RHA1	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Rhodococcus
BGC0000418.1	BGC0000418.1	Ristocetin biosynthetic gene cluster	nrps-t3pks	PKS-NRP_Hybrids	Amycolatopsis lurida	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000419.1	BGC0000419.1	Ristomycin A biosynthetic gene cluster	t3pks-nrps	PKS-NRP_Hybrids	Amycolatopsis japonica	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000420.1	BGC0000420.1	Roquefortine C / meleagrin biosynthetic gene cluster	terpene-nrps	Others	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum complex
BGC0000421.1	BGC0000421.1	Safracin biosynthetic gene cluster	nrps	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000422.1	BGC0000422.1	Saframycin A biosynthetic gene cluster	melanin-nrps	Others	Streptomyces lavendulae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000423.1	BGC0000423.1	Scabichelin biosynthetic gene cluster	nrps	NRPS	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000424.1	BGC0000424.1	Serobactins biosynthetic gene cluster	nrps	NRPS	Herbaspirillum seropedicae SmR1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
BGC0000425.1	BGC0000425.1	Sessilin biosynthetic gene cluster	nrps	NRPS	Pseudomonas sp. CMR12a	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000426.1	BGC0000426.1	Sevadicin biosynthetic gene cluster	nrps	NRPS	Paenibacillus larvae	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000428.1	BGC0000428.1	Sibiromycin biosynthetic gene cluster	nrps	NRPS	Streptosporangium sibiricum	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Streptosporangium
BGC0000429.1	BGC0000429.1	Skyllamycin biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. Acta 2897	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000430.1	BGC0000430.1	Spumigin biosynthetic gene cluster	nrps	NRPS	Nodularia spumigena CCY9414	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nodularia
BGC0000431.1	BGC0000431.1	Stenothricin biosynthetic gene cluster	nrps	NRPS	Streptomyces roseosporus NRRL 15998	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000432.1	BGC0000432.1	Streptothricin biosynthetic gene cluster	nrps	NRPS	Streptomyces rochei	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000433.1	BGC0000433.1	Surfactin biosynthetic gene cluster	nrps	NRPS	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000434.1	BGC0000434.1	SW-163 biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. SNA15896	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000435.1	BGC0000435.1	Syringafactin biosynthetic gene cluster	nrps	NRPS	Pseudomonas syringae pv. tomato str. DC3000	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000436.1	BGC0000436.1	Syringolin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Rhizobium sp. AP16	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000437.1	BGC0000437.1	Syringomycin biosynthetic gene cluster	nrps	NRPS	Pseudomonas syringae pv. syringae B728a	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000438.1	BGC0000438.1	Syringopeptin biosynthetic gene cluster	nrps	NRPS	Pseudomonas syringae pv. syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000439.1	BGC0000439.1	Taromycin biosynthetic gene cluster	nrps	NRPS	Saccharomonospora sp. CNQ490	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Saccharomonospora
BGC0000440.1	BGC0000440.1	Teicoplanin biosynthetic gene cluster	nrps-t3pks	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Actinoplanes
BGC0000441.1	BGC0000441.1	Teicoplanin biosynthetic gene cluster	nrps-t3pks	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Actinoplanes
BGC0000443.1	BGC0000443.1	Thanamycin biosynthetic gene cluster	nrps	NRPS	Pseudomonas sp. SHC52	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000444.1	BGC0000444.1	Thaxtomin biosynthetic gene cluster	nrps	NRPS	Streptomyces turgidiscabies Car8	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000445.1	BGC0000445.1	Thiocoraline biosynthetic gene cluster	nrps	NRPS	Micromonospora sp. ML1	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000446.1	BGC0000446.1	Tilivalline biosynthetic gene cluster	nrps	NRPS	Klebsiella oxytoca	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
BGC0000447.1	BGC0000447.1	Tolaasin biosynthetic gene cluster	nrps	NRPS	Pseudomonas costantinii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000448.1	BGC0000448.1	Tomaymycin biosynthetic gene cluster	nrps	NRPS	Streptomyces achromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000449.1	BGC0000449.1	Tridecaptin biosynthetic gene cluster	nrps	NRPS	Paenibacillus terrae	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000450.1	BGC0000450.1	Triostin A biosynthetic gene cluster	nrps	NRPS	Streptomyces triostinicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000452.1	BGC0000452.1	Tyrocidine biosynthetic gene cluster	nrps	NRPS	Brevibacillus brevis NBRC 100599	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0000453.1	BGC0000453.1	Valinomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces tsusimaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000454.1	BGC0000454.1	Vanchrobactin biosynthetic gene cluster	nrps	NRPS	Vibrio anguillarum RV22	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000455.1	BGC0000455.1	Vancomycin biosynthetic gene cluster	nrps-t3pks	PKS-NRP_Hybrids	Amycolatopsis orientalis HCCB10007	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000456.1	BGC0000456.1	Verlamelin biosynthetic gene cluster	nrps	NRPS	Lecanicillium sp. HF627	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Lecanicillium
BGC0000457.1	BGC0000457.1	Vicibactin biosynthetic gene cluster	nrps	NRPS	Rhizobium etli CFN 42	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000458.1	BGC0000458.1	Viomycin biosynthetic gene cluster	nrps	NRPS	Streptomyces vinaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000459.1	BGC0000459.1	Griseoviridin / viridogrisein biosynthetic gene cluster	nrps-butyrolactone	Others	Streptomyces griseoviridis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000460.1	BGC0000460.1	Vulnibactin biosynthetic gene cluster	nrps	NRPS	Vibrio vulnificus CMCP6	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000461.1	BGC0000461.1	WAP-8294A2 (lotilibcin) biosynthetic gene cluster	nrps	NRPS	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0000462.1	BGC0000462.1	WLIP biosynthetic gene cluster	nrps	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000463.1	BGC0000463.1	Xantholysin biosynthetic gene cluster	nrps	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000464.1	BGC0000464.1	Xenoamicins biosynthetic gene cluster	nrps	NRPS	Xenorhabdus doucetiae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
BGC0000465.1	BGC0000465.1	Xenortide biosynthetic gene cluster	nrps	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
BGC0000467.1	BGC0000467.1	Yersiniabactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
BGC0000816.1	BGC0000816.1	Malbrancheamide biosynthetic gene cluster	terpene-nrps	Others	Malbranchea aurantiaca	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,mitosporic Onygenales,Malbranchea
BGC0000818.1	BGC0000818.1	Notoamide biosynthetic gene cluster	terpene-nrps	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000819.1	BGC0000819.1	Paraherquamide biosynthetic gene cluster	terpene-nrps	Others	Penicillium fellutanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000900.1	BGC0000900.1	Ferrichrome biosynthetic gene cluster	nrps	NRPS	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000901.1	BGC0000901.1	Ferrichrome biosynthetic gene cluster	nrps	NRPS	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000945.1	BGC0000945.1	Vibriobactin biosynthetic gene cluster	nrps	NRPS	Vibrio cholerae O1 biovar El Tor str. N16961	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000949.1	BGC0000949.1	A-500359s biosynthetic gene cluster	blactam-nrps	Others	Streptomyces griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000950.1	BGC0000950.1	Napsamycin biosynthetic gene cluster	nrps	NRPS	Streptomyces sp. DSM 5940	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000951.1	BGC0000951.1	Pacidamycin biosynthetic gene cluster	nrps	NRPS	Streptomyces coeruleorubidus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000952.1	BGC0000952.1	Pristinamycin biosynthetic gene cluster	ectoine-oligosaccharide-t2pks-nrps-nrps	Others	Streptomyces pristinaespiralis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000954.1	BGC0000954.1	Ajudazol biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000955.1	BGC0000955.1	Althiomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000956.1	BGC0000956.1	Andrimid biosynthetic gene cluster	nrps	NRPS	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
BGC0000958.1	BGC0000958.1	Antimycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. S4	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000959.1	BGC0000959.1	Aspyridone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000960.1	BGC0000960.1	Azinomycin B biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sahachiroi	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000961.1	BGC0000961.1	Bactobolin biosynthetic gene cluster	nrps-hserlactone-t1pks	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000962.1	BGC0000962.1	Barbamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0000963.1	BGC0000963.1	Bleomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces verticillus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000964.1	BGC0000964.1	Burkholdac biosynthetic gene cluster	nrps	NRPS	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000965.1	BGC0000965.1	C-1027 biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces globisporus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000966.1	BGC0000966.1	Caerulomycin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Actinoalloteichus sp. WH1-2216-6	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Actinoalloteichus
BGC0000967.1	BGC0000967.1	Calyculin biosynthetic gene cluster	t2pks-nrps-transatpks	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Proteobacteria,Deltaproteobacteria,Candidatus Entotheonella,environmental samples
BGC0000968.1	BGC0000968.1	Chaetoglobosin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000969.1	BGC0000969.1	Chondramide biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000970.1	BGC0000970.1	Chondrochloren biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000971.1	BGC0000971.1	Cinnabaramide biosynthetic gene cluster	nrps-t1pks-transatpks	PKS-NRP_Hybrids	Streptomyces sp. JS360	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000972.1	BGC0000972.1	Colibactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000973.1	BGC0000973.1	Collismycin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CS40	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000974.1	BGC0000974.1	Crocacin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000975.1	BGC0000975.1	Cryptophycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. ATCC 53789	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000976.1	BGC0000976.1	Curacin biosynthetic gene cluster	t1pks-nrps-t2pks	PKS-NRP_Hybrids	Moorea producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0000977.1	BGC0000977.1	Cyclopiazonic acid biosynthetic gene cluster	terpene-nrps-t1pks	Others	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000982.1	BGC0000982.1	Cystothiazole A biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Cystobacter
BGC0000983.1	BGC0000983.1	Cytochalasin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus clavatus NRRL 1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000984.1	BGC0000984.1	Delftibactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Delftia acidovorans SPH-1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
BGC0000985.1	BGC0000985.1	Didemnin biosynthetic gene cluster	nrps	NRPS	Tistrella mobilis KA081020-065	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella
BGC0000986.1	BGC0000986.1	Dkxanthene biosynthetic gene cluster	nrps-t1pks-bacteriocin	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000988.1	BGC0000988.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000989.1	BGC0000989.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum So0157-2	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000990.1	BGC0000990.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000991.1	BGC0000991.1	Epothilone biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000992.1	BGC0000992.1	Fusaridione A biosynthetic gene cluster	terpene-nrps-t1pks	Others	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0000993.1	BGC0000993.1	FK228 biosynthetic gene cluster	nrps	NRPS	Chromobacterium violaceum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0000994.1	BGC0000994.1	FK520 biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces hygroscopicus subsp. ascomyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000995.1	BGC0000995.1	FR901464 biosynthetic gene cluster	nrps-transatpks-t2pks	PKS-NRP_Hybrids	Pseudomonas sp. 2663	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000996.1	BGC0000996.1	Frontalamides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. SPB78	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000997.1	BGC0000997.1	Glidobactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	[Polyangium] brachysporum	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales
BGC0000998.1	BGC0000998.1	Guadinomine biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. K01-0509	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000999.1	BGC0000999.1	Heat-stable antifungal factor biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0001000.1	BGC0001000.1	Hectochlorin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
